STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2019,,6.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2020,,7.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2021,,8.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2022,,8.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2023,,7.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2024,,7.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SE,Sweden,2025,,6.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2005,,4.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2006,,5.6,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2007,,4.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2008,,5.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2009,,5.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2010,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2011,,4.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2012,,4.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2013,,3.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2014,,4.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2015,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2016,,4.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2017,,4.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2018,,4.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2019,,4.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2020,,4.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2021,,3.1,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2022,,4.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2023,,5.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2024,,5.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SI,Slovenia,2025,,5.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2005,,6.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2006,,6.6,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2007,,6.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2008,,6.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2009,,4.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2010,,4.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2011,,5.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2012,,5.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2013,,6.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2014,,6.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2015,,6.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2016,,7.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2017,,9.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2018,,8.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2019,,8.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2020,,7.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2021,,7.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2022,,7.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2023,,6.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2024,,7.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,SK,Slovakia,2025,,6.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2006,,48.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2007,,46.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2008,,45.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2009,,44.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2010,,43.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2011,,41.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2012,,39.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2013,,37.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2014,,38.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2015,,36.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2016,,34.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2017,,32.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2018,,31.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2019,,28.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2020,,26.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2021,,23.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2022,,21.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2023,,19.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2024,,18.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,TR,Türkiye,2025,,17.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2005,,11.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2006,,11.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2007,,16.6,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2008,,16.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2009,,15.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2010,,14.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2011,,14.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2012,,13.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2013,,12.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2014,,11.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2015,,10.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2016,,11.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2017,,10.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2018,,10.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,UK,United Kingdom,2019,,10.9,,,,,
